Molecular_Formula,Trimmed_SMILES
C17H18O8,CCCCCCCCCOOCCCCCCOCOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOOCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCOCCCCCCCOOOOCOO
C16H14O4,CCCCCCCCCCCCCCOCOO
C21H20O5,CCCCCCCCCCCOCCCCCCCCOCOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOOO
C13H12O4,CCCCCCCCCCCCOOO
C16H16O4,CCCCCCCCCCCCCCOCOO
C13H12O4,CCCCCCCCCCCCOOO
C17H20O8,CCCCCCCCCOOCCCCCCOOCOOO
C16H16O4,CCCCCCCCCOCCCCCCOO
C20H24O7,CCCCCCCCCOOCCCCCCCCCOCOOO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C21H22O6,CCCCCCCCCCCOCCCCCCCCOOCOO
C17H22O9,CCCCCCCCCOOCCCCCCOCOOOOO
C16H16O5,CCCCCCCCCOCCCCCCOOO
C22H22O5,CCCCCCCCCCCCCCCCCCCOCOCOO
C21H22O6,CCCCCCCCCCCOCCCCCCCCCOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOCOOOO
C10H12O6,CCCCCCCCCOOOOO
C17H14O6,CCCCCCCCCOOCCCCCCCOOO
C17H20O9,CCCCCCCCCOOCCCCCCOOCOOOO
C26H24O11,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOO
C13H14O3,CCCCCCCCCCCCOO
C18H22O4,CCCCCCCCCCCCCCCCOCOO
C18H20O4,CCCCCCCCCCCCCCCCOCOO
C17H20O9,CCCCCCCCCOOCCCCCCOOCOOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C15H16O4,CCCCCCCCCCCCCCOOO
C20H16O6,CCCCCCCCCOCCCOCCCCCCOOCO
C16H12O6,CCCCCCCCCCOCCCCOCOOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C21H22O5,CCCCCCCCCCCOCCCCCCCCOCOO
C21H22O5,CCCCCCCCCCCOCCCCCCCCOCOO
C22H22O5,CCCCCCCCCCCCCCCCCCCOOCCOO
C20H16O4,CCCCCCCCCOOCCCCCCCCCCO
C17H18O4,CCCCCCCCCOOCCCCCCCO
C13H14O5,CCCCCCCCCOCOCCOO
C16H12O6,CCCCCCCCCOCCOCCCCOOO
C17H14O5,CCCCCCCCCOCCCCCCOOCO
C17H14O6,CCCCCCCCCOCCOCCCCOOCO
C17H14O6,CCCCCCCCCOCCCCCCOOOCO
C21H20O4,CCCCCCCCCCCCCOCOCCCCCCO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C27H20O8,CCCCCCCCCOOCCCCCCCOCCCCCCCCOCCOOO
C15H16O6,CCCCCCCCCCCCCCOOOOO
C21H22O5,CCCCCCCCCCCOCCCCCCCCOCOO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOCOO
C20H22O6,CCCCCCCCCCOCOCCCCCCCOCOO
C21H26O6,CCCCCCCCCOCCCCCCCCCCOCOOO
C47H34O18,CCCCCCCCCOCCCCCCOOOOCOCCCCCCCCCOCCCCCCOOOOCCCCCCCCCOCCCCCCOOOOO
C31H24O11,CCCCCCCCCOCCCCCCOOOOCCCCCCCCCOCCCCCCOOOO
C12H14O4,CCCCCCCCCCOCOO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C20H20O7,CCCCCCCCCOCCCCCCCOOCOCOCO
C12H14O6,CCCCCCCCCCOOCOOO
C24H26O13,CCCCCCCCCOCCCCCCOOCOCCCCCOCOOOOOOCO
C25H24O13,CCCCCCCCOCCCOCCCCOCCCCCOCOCOCCOOOOOO
C22H22O11,CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO
C26H32O12,CCCCCCCCCOCCCOOCCCCCOCOOOOCCCCCCOOCO
C20H22O4,CCCCCCCCCCCOCCCCCCCCOO
C20H24O4,CCCCCCCCCOOCCCCCCCCCCO
C9H12O5,CCCCCCCCOOOO
C15H14O5,CCCCCCCOCCCCCCOCOO
C16H14O4,CCCCCCCCCCCCCCOCOO
C19H20O5,CCCCCCCCCOCCCCCCCCOOCO
C18H20O4,CCCCCCCCCCCCCCCCCOOO
C19H22O4,CCCCCCCCCCCCCCCCCCOOO
C13H12O4,CCCCCCCCOCCCCOO
C18H18O4,CCCCCCCCCCCCCCCCCOOO
C17H18O4,CCCCCCCCCCCCCCCCOOO
C17H20O8,CCCCCCCCCOOCCCCCCOCOOOO
C21H20O5,CCCCCCCCCCCOCCCCCCCCOCOO
C17H20O5,CCCCCCCCCOCCCCCCOOCO
C20H18O4,CCCCCCCCCCCCCCCCCCOOCO
C22H22O5,CCCCCCCCCCCCCCCCCCCOCOCOO
C21H24O6,CCCCCCCCCOCCCCCCCCCCOCOOO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOCOO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOCOO
C10H10O4,CCCCCCCCCOOO
C13H16O4,CCCCCCCCCCCOOCO
C12H14O4,CCCCCCCCCCCOOO
C23H16O7,CCCCCCCCCOOCCCCCCCOCCCCCCOOO
C23H18O6,CCCCCCCCCOOCCCCCCCOCCCCCCOO
C20H18O7,CCCCCCCCCOOCCCCOCCCCCCOOO
C25H18O6,CCCCCCCCCOOCCCCCCCOCCCCCCCCOO
C26H20O8,CCCCCCCCCOCCOCCCCOCOCCCCCCCCOOCO
C25H18O6,CCCCCCCCCOOCCCCCCCOCCOCCCCCCO
C12H14O4,CCCCCCCCCCOOCO
C19H24O7,CCCCCCCCCOOCCCCCCCCCOOOO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C19H18O8,CCCCCCCCCOCCCCCCOOCOCOCOO
C25H20O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C25H20O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C23H22O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOCOOOOO
C28H32O17,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCCOCOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCCOCOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCCCCCOCOOOOO
C19H20O7,CCCCCCCCCOOCCCCCCOCOCOCO
C24H24O6,CCCCCCCCCOOCCCCCCCOCCOCCCCCO
C12H12O6,CCCCCCCCCCOOCOOO
C31H28O13,CCCCCCCCCOCCCCCCOOCCCCCOCOCOCCCCCCCCOOOOOO
C18H16O4,CCCCCCCCCCCOCCCCCCOO
C20H30O13,CCCCCCCOCCCCCOCOCCCCCOCOOOOOOOO
C28H28O18,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOCCCCCOCOOOOOOO
C21H20O11,CCCCCCCCCCOOOCOCCCCCCCCOOCOOOO
C20H20O8,CCCCCCCCCOOCCCCCCCCOOCOOCO
C20H20O8,CCCCCCCCCOOCCCCCCCCOOCOOCO
C26H32O12,CCCCCCCCCOCCCOOCCCCCOCOOOOCCCCCCOOCO
C14H12O4,CCCCCCCCCOCCCCOO
C22H26O11,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO
C17H16O5,CCCCCCCCCCCCCCOOCCOO
C20H20O6,CCCCCCCCCCOCOCCCCCCCOCOO
C26H32O12,CCCCCCCCCOCCCOOCCCCCOCOOOOCCCCCCOOCO
C26H26O11,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOO
C20H22O6,CCCCCCCCCOCOCCCCCCCCOOCO
C16H18O10,CCCCCCCCCOOCCCCCOCOOOOOO
C20H22O5,CCCCCCCCCCCOCCCCCCCCOOO
C37H50O21,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOCCCCCOCOOOOCCCCCOCOOOOOO
C37H50O21,CCCCCCCCOCCCCCOCOCOCCCCCCCCOOCOOCCCCCOCOOOOCCCCCOCOOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCOCOOOOOOOO
C22H16O4,CCCCCCCCCOCCCCOCCCCCCCCO
C16H14O3,CCCCCCCCCCCCCCCOO
C14H20O8,CCCCCCCOCCCCCOCOOOOO
C22H24O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C16H24O10,CCCCCCCCCOOCCCCCOCOOOOOO
C22H24O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO
C22H24O12,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOCOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOOCOOO
C31H34O10,CCCCCCCCCOCCCOCOCCCCCCCCCOOCOCCCCCCOOCO
C31H34O10,CCCCCCCCCOCCCOCOCCCCCCCCCOOCOCCCCCCOOCO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOCOOOO
C27H28O12,CCCCCCCCCOOCCCCCCOOCOCCCCCCCCOOCCOOOO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOCOOOO
C20H20O5,CCCCCCCCCOCCOCCCCCCCCOO
C20H20O5,CCCCCCCCCOCCOCCCCCCCCOO
C20H20O6,CCCCCCCCCOCCOCCCCCCCCOOO
C20H18O4,CCCCCCCCCCCOCCCCCCCCOO
C36H48O22,CCCCCOOOCCCOCCOCOCCCCCCCCOOCCOCCCCCOOOOOOCCCCCCCCOCOOOOO
C28H32O16,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C28H32O16,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCCOCOOOOOOOOO
C28H32O16,CCCCCCCCCOCCCCCCOOCCCCCOCOOCCCCCOCOOOOOOOO
C28H32O16,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO
C28H32O16,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO
C28H32O16,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO
C31H30O13,CCCCCCCCCOCCCCCCOOCCCCCOCOCOCCCCCCCCOOOOOO
C11H16O4,CCCCCCCCCCOOO
C27H30O14,CCCCCCCCOCCCOCCCCOCCCCCOCOCCCCOCOOOOOOO
C22H24O10,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOO
C23H26O11,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOCOO
C31H22O11,CCCCCCCCCOCCOCCCCOOCCOCCCCCCCOOOCCCCCCOO
C18H14O3,CCCCCCCOCCCCCCCCCCO
C20H18O6,CCCCCCCCCCOCOCCCCCCCOCOO
C16H24O10,CCCCCCCCCOOCCCCCOCOOOOOO
C16H24O10,CCCCCCCCCOOCCCCCOCOOOOOO
C16H24O10,CCCCCCCCCOOCCCCCOCOOOOOO
C22H22O11,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO
C16H14O6,CCCCCCCCCCCCCCOOCOOO
C16H14O6,CCCCCCCCCCCCCCOOCOOO
C20H22O6,CCCCCCCCCCOCOCCCCCCCOOCO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOCOOOO
C15H16O4,CCCCCCCCCCCCCCOOO
C15H16O4,CCCCCCCCCCCCCCOOO
C18H22O9,CCCCCCCCCOOCCCCCCOOCOOCOO
C18H22O6,CCCCCCCCOCCCCCCCOOCOCO
C27H30O16,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCOCOOOO
C20H20O6,CCCCCCCCCOCOCCCCCCCCOCOO
C18H16O4,CCCCCCCCCCCCCCCCCOOO
C21H20O11,CCCCCCCCCOCCCCCCOOOOCCCCCOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO
C17H14O7,CCCCCCCCOCCCOCCCCOCOOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOOCOOOO
C26H26O12,CCCCCCCCCOOCCCCCCOOCOCCCCCCCCOOCOOOO
C22H26O11,CCCCCCCCCCCCCCCOOCCCCCOCOOOOOOO
C31H28O13,CCCCCCCCCOCCCCCCOOOCCCCCOCOCOCCCCCCCCOOOOO
C23H18O9,CCCCCCCCOCCOCCCCOCCCCCCCOOOCOO
C20H18O6,CCCCCCCCCOCOCCCCCCCCOCOO
C16H16O4,CCCCCCCCCCCOCCCCOO
C22H20O11,CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO
C10H10O5,CCCCCCCOCCOOO
C17H18O4,CCCCCCCCCCCCCCCOOCO
C20H22O4,CCCCCCCCCOCCCCCCCCCCOO
C20H26O6,CCCCCCCCCOCCCOCCCCCCOOCO
C31H30O14,CCCCCCCCCOOCCCCCCOOCCCCCOCCOCCCCCCCCOOOOOOO
C15H14O6,CCCCCCCCOCCCCCCOOOO
C20H22O4,CCCCCCCCCCCOCCCCCCCCOO
C18H22O7,CCCCCCCCOCCCCCCCOOCOOCO
C17H18O8,CCCCCCCCCOOCCCCCCOCOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOOCOOO
C22H22O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO
C31H28O14,CCCCCCCCCOOCCCCCCOCCCCCCOOCCCOCCCCCCOOOOOOO
C20H20O5,CCCCCCCCCOCCCCCCCCCCOOO
C26H26O12,CCCCCCCCCOOCCCCCCOOCOCCCCCCCCOOCOOOO
C26H26O12,CCCCCCCCCOOCCCCCCOOCOCCCCCCCCOOCOOOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOOO
C17H18O4,CCCCCCCCCCCCCCCOOCO
C20H20O6,CCCCCCCCCOCOCCCCCCCCOOCO
C16H14O7,CCCCCCCCCOCCCCCCOOOOO
C28H32O17,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C31H40O16,CCCCCCCCOCCCCCOCOCCCCCOCOOOOOCOCCCCCCCCOOCOOO
C31H40O16,CCCCCCCCOCCCCCOCOCOCCCCCCCCOOCOOCCCCCOCOOOOOO
C30H30O11,CCCCCCCCCCCCCCOCCCCCOCOCOCCCCCCCCOOOOOO
C37H50O21,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOOCCCCCOCOOOOCCCCCOCOOOOO
C25H30O13,CCCCCCCCCOOCCCCOCCCCOCOOCCCCCOCOOOOO
C18H14O5,CCCCCCCCCCCOCCOCCCCOO
C20H20O6,CCCCCCCCCCCOCCCCCCOOCOCO
C19H20O6,CCCCCCCCCOCCCOCCCCCCOOO
C19H20O6,CCCCCCCCCOCCCOCCCCCCOOO
C19H16O8,CCCCCCCCCCOCOCOOCCCCCCOOO
C18H22O5,CCCCCCCCCCCCCCCOOCOCO
C36H48O20,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOCCCCCOCOOOOOCCCCCOOOOO
C19H20O6,CCCCCCCCCOCCCOCCCCCCOOO
C19H20O6,CCCCCCCCCOCCCOCCCCCCOOO
C20H20O5,CCCCCCCCCCCOCCCCCCCCOOO
C20H22O6,CCCCCCCCCOCCCCCCCCCOCOOO
C23H22O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCOO
C17H18O8,CCCCCCCCCOOCCCCCCOOCOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCCOOOOOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO
C19H20O6,CCCCCCCCCOCCCOCCCCCCOOO
C15H20O9,CCCCCCCCOCCCCCOCOOOOOO
C20H18O6,CCCCCCCCCOCCOCCCCCCCCOOO
C31H40O16,CCCCCCCCOCCCCCOCOOOCCCCCOCOOCOCCCCCCCCOOCOOOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C20H20O7,CCCCCCCCCOCCCOOCCCCCCOCOO
C21H24O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C21H20O11,CCCCCCCCCOCCCCCCOOOOCCCCCOOOOO
C22H22O12,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOO
C19H18O6,CCCCCCCCCCOCOCCCCCCOCOO
C20H22O3,CCCCCCCCCCCCCOCCCCCCO
C20H22O3,CCCCCCCCCCCCCOCCCCCCO
C20H22O3,CCCCCCCCCCCCCOCCCCCCO
C20H20O6,CCCCCCCCCCOCOCCCCCCCOCOO
C21H18O10,CCCCCCCCCOOCCOOCOCCCCCCCCOOOO
C18H16O4,CCCCCCCCCOCCCCCCCCOO
C31H28O14,CCCCCCCCCOOCCCCCCOOCCCCCCOCCCOCCCCCCOOOOOOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOOO
C20H20O8,CCCCCCCCCOOCCOCCCCCCCOOOCO
C21H20O6,CCCCCCCCCCCOCCCCCCCCOOCOO
C22H24O12,CCCCCCCCCCCCCCCOOCCCCCOCOOOOOOOO
C10H14O4,CCCCCCCCCOOO
C16H24O9,CCCCCCCCCOOCCCCCOCOOOOO
C21H28O6,CCCCCCCCCCCCCCCCCCCOOCOOO
C10H10O4,CCCCCCCCCOOO
C23H22O14,CCCCCCCCCOCCCCCCOOCOOOCCCCCOCOOOOOO
C17H20O9,CCCCCCCCCOOCCCCCCOOCOOOO
C19H16O8,CCCCCCCCCOCCCCCCOOCOOCOCO
C25H24O14,CCCCCCCCOCCCCCCCOOOCCCCCOCOCOCCOOOOOO
C22H22O11,CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO
C20H18O4,CCCCCCCCCCCOCCCCCCCCOO
C20H22O6,CCCCCCCCCOCOCCCCCCCCOOCO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C16H14O4,CCCCCCCCCOOCCCCCCO
C21H24O6,CCCCCCCCCCCCCCCCCCCOOCOOO
C20H18O5,CCCCCCCCCCCOCCCCCCCCOOO
C19H24O5,CCCCCCCCCOCCCCCCCCOCOO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOOCOOCOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOOCOOOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOOO
C17H20O9,CCCCCCCCCOOCCCCCCOCOOOOO
C22H24O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C17H16O5,CCCCCCCCCOCCCCCCOOCO
C19H20O7,CCCCCCCCCOCCCCCCCOOOCOCO
C16H12O5,CCCCCCCCCOCCCCCCOOO
C25H30O12,CCCCCCCCCOCCCCOCCCCOCOOCCCCCOCOOOOO
C22H24O12,CCCCCCCCCCCOCCCCOCCCCCOCOOOOOOOO
C11H14O5,CCCCCCCCOCOOCO
C22H24O12,CCCCCCCCCCCOCCCCOCCCCCOCOOOOOOOO
C22H22O11,CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO
C22H22O10,CCCCCCCCCOOCCOOCCCCCCCCCOCOOOO
C20H20O7,CCCCCCCCCCOCOCCCCCCCOCOOO
C21H20O11,CCCCCCCCCOOCCOOCCCCCCCCOOCOOOO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C11H16O5,CCCCCCCCCOOOCO
C11H16O5,CCCCCCCCCOOOCO
C19H20O7,CCCCCCCCCOOCCCCCCOCOCOCO
C19H20O7,CCCCCCCCCOOCCCCCCOCOCOCO
C24H24O6,CCCCCCCCCOOCCCCCCCOCCOCCCCCO
C24H24O6,CCCCCCCCCOOCCCCCCCOCCOCCCCCO
C17H14O6,CCCCCCCCCOOCCCCCCOCOO
C17H14O6,CCCCCCCCCOOCCCCCCOCOO
C25H18O8,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOO
C25H18O8,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOO
C21H18O7,CCCCCCCCCOOCCCCCCCCCCOCOOO
C21H18O7,CCCCCCCCCOOCCCCCCCCCCOCOOO
C26H20O9,CCCCCCCCCOCCOCCCCOOCOCCCCCCCCOOCO
C26H20O9,CCCCCCCCCOCCOCCCCOOCOCCCCCCCCOOCO
C20H18O7,CCCCCCCCCOOCCCCCCCCCOCOOO
C20H18O7,CCCCCCCCCOOCCCCCCCCCOCOOO
C19H22O6,CCCCCCCCCOCCCOCCCCCCOOO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C21H24O8,CCCCCCCCCCCCCCOCCCCCOCOOOOO
C21H24O8,CCCCCCCCCCCCCCOCCCCCOCOOOOO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C17H14O5,CCCCCCCOCCCCCCCCCOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C25H18O10,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOOOO
C25H18O10,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOOOO
C26H22O9,CCCCCCCCCOOCCCCCCCOOOCOCCOCCCCCCO
C26H22O9,CCCCCCCCCOOCCCCCCCOOOCOCCOCCCCCCO
C26H22O8,CCCCCCCCCOOCCCCCCCOCCCOCCCCCCOOO
C26H22O8,CCCCCCCCCOOCCCCCCCOCCCOCCCCCCOOO
C26H22O11,CCCCCCCCCOOCCCCCCCOCCCOOCCCCCCOOOOO
C26H22O11,CCCCCCCCCOOCCCCCCCOCCCOOCCCCCCOOOOO
C25H18O7,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCO
C25H18O7,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCO
C25H18O8,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOO
C25H18O8,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOO
C25H18O9,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOOO
C25H18O9,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOOO
C25H18O8,CCCCCCCCCOOCCCCCOCCOCCCCCCCCOOO
C25H18O8,CCCCCCCCCOOCCCCCOCCOCCCCCCCCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C20H20O6,CCCCCCCCCOCOCCCCCCCCOOCO
C20H16O7,CCCCCCCCOCCCOOCCCCCCCOOCO
C20H16O7,CCCCCCCCOCCCOOCCCCCCCOOCO
C20H16O7,CCCCCCCCOCCCOOCCCCCCCOOCO
C20H16O7,CCCCCCCCOCCCOOCCCCCCCOOCO
C12H12O6,CCCCCCCCCCOOCOOO
C12H12O6,CCCCCCCCCCOOCOOO
C12H12O6,CCCCCCCCCCOOCOOO
C12H12O6,CCCCCCCCCCOOCOOO
C17H14O4,CCCCCCCCCOCCCCCCCOO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C23H22O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOCO
C23H22O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOCO
C23H22O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOCO
C23H22O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOCO
C11H12O4,CCCCCCCCCCOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C20H18O5,CCCCCCCCCOCCOCCCCCCCCOO
C20H18O5,CCCCCCCCCOCCOCCCCCCCCOO
C16H14O3,CCCCCCCCCOCCCCCCO
C16H14O4,CCCCCCCOCCCCCCCCOO
C20H20O6,CCCCCCCCCOCOCCCCCCCCOOCO
C23H20O12,CCCCCCCCCOOCCCOOOCOCCCCCCCCOOCOOO
C23H20O12,CCCCCCCCCOOCCCOOOCOCCCCCCCCOOCOOO
C10H12O5,CCCCCCCOCCOOO
C10H12O5,CCCCCCCOCCOOO
C10H12O5,CCCCCCCCCOOOO
C21H24O8,CCCCCCCCCCCCCCOCCCCCOCOOOOO
C21H24O8,CCCCCCCCCCCCCCOCCCCCOCOOOOO
C16H14O4,CCCCCCCCCOCCCCCCOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOOCOOOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCCCCCOCOOOOO
C25H30O11,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOOO
C20H16O7,CCCCCCCCOCCCOOCCCCCCCOOCO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C31H40O16,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOCCCCCOCOOOOOO
C19H22O5,CCCCCCCCCOCCCCCCCCOOCO
C19H18O5,CCCCCCCCCOCCCCCCCCOOCO
C16H16O6,CCCCCCCCCCCCCCCOOOOO
C17H16O4,CCCCCCCCCOOCCCCCCCO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOCOOO
C17H14O6,CCCCCCCCCOOCCCCCCOCOO
C25H18O8,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOO
C21H18O7,CCCCCCCCCOOCCCCCCCCCCOCOOO
C26H20O9,CCCCCCCCCOCCOCCCCOOCOCCCCCCCCOOCO
C20H18O7,CCCCCCCCCOOCCCCCCCCCOCOOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOOCOOOO
C20H20O6,CCCCCCCCCOCCOCCCCCCCCOOO
C17H12O7,CCCCCCCCCOCCCCCCOOCOOO
C16H16O4,CCCCCCCCCOCCCCCCOO
C10H10O5,CCCCCCCOCCOOO
C16H14O5,CCCCCCCCCCCCCCOCOOO
C17H16O5,CCCCCCCCCOCCCCCCOOCO
C20H18O6,CCCCCCCCCOCOCCCCCCCCOOCO
C17H16O7,CCCCCCCCCCCCCCOCOOCOOO
C11H12O5,CCCCCCCOCCOOCO
C26H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOOO
C20H24O4,CCCCCCCCCOCCCCCCCCCCOO
C20H20O6,CCCCCCCCCOCCOCCCCCCCCOOO
C37H38O18,CCCCCCCCCOOCCCCCCOOCCCCCCOCCCOCCCCCCOOCCCCCOCOOOOOOOO
C20H24O5,CCCCCCCCCOCCCCCCCCCCOOO
C16H16O5,CCCCCCCCCOCCCCCCOOO
C16H14O6,CCCCCCCCCCCOCCCCOOOO
C14H22O8,CCCCCCCOCCCCCCOOOOOO
C12H16O4,CCCCCCCCCCCOOO
C20H20O4,CCCCCCCCCOCCOCCCCCCCCO
C10H12O5,CCCCCCCCCOOOO
C18H30O5,CCCCCCCCCCCCCCCCCOOOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C22H24O12,CCCCCCCCCCCCCCCOOCCCCCOCOOOOOOOO
C23H20O10,CCCCCCCCCCCCCCCOOOOCOCCCCCCOOOO
